C_gbcode,C_source,N_pinyin,N_local,H,A,change,P,fromdate,todate
452229,GB,Rongshui Miaozu zizhixian,Rongshui Miaozu zizhixian,6,6,,0,19820101,19941231
452230,GB,Jinxiu Yaozu zizhixian,Jinxiu Yaozu zizhixian,6,6,,0,19820101,19941231
452231,GB,Xincheng,Xincheng,6,5,,0,19820101,19941231
452300,GB,Guilin diqu,Guilin diqu,0,0,T,6,19831008,19941231
452300,GB,Guilin diqu,Guilin diqu,0,0,,6,19820101,19831007
452321,GB,Lingui,Lingui,6,5,,0,19820101,19831007
452322,GB,Lingchuan,Lingchuan,6,5,,0,19820101,19941231
452323,GB,Quanzhou,Quanzhou,6,5,,0,19820101,19941231
452324,GB,Xing`an,Xing`an,6,5,,0,19820101,19941231
452325,GB,Yongfu,Yongfu,6,5,,0,19820101,19941231
452327,GB,Guanyang,Guanyang,6,5,,0,19820101,19941231
452328,GB,Longsheng Gezu zizhixian,Longsheng Gezu zizhixian,6,6,,0,19820101,19941231
452329,GB,Ziyuan,Ziyuan,6,5,,0,19820101,19941231
452330,GB,Pingle,Pingle,6,5,,0,19820101,19941231
452331,GB,Lipu,Lipu,6,5,,0,19820101,19941231
452332,GB,Gongchen,Gongchen,6,5,,0,19820101,19900202
452332,GB,Gongcheng Yaozu zizhixian,Gongcheng Yaozu zizhixian,6,6,A,0,19900203,19941231
452400,GB,Wuzhou diqu,Wuzhou diqu,0,0,T,6,19831008,19941231
452400,GB,Wuzhou diqu,Wuzhou diqu,0,0,,6,19820101,19831008
452421,GB,Cenxi,Cenxi,6,5,,0,19820101,19941231
452422,GB,Cangwu,Cangwu,6,5,,0,19820101,19831007
452423,GB,Teng xian,Teng xian,6,5,,0,19820101,19941231
452424,GB,Zhaoping,Zhaoping,6,5,,0,19820101,19941231
452425,GB,Mengshan,Mengshan,6,5,,0,19820101,19941231
452426,GB,He xian,He xian,6,5,,0,19820101,19941231
452427,GB,Zhongshan,Zhongshan,6,5,,0,19820101,19941231
452428,GB,Fuchuan Yaozu zizhixian,Fuchuan Yaozu zizhixian,6,6,A,0,19830830,19941231
452428,GB,Fuchuan,Fuchuan,6,5,,0,19820101,19830829
452500,GB,Yulin diqu,Yulin diqu,0,0,,6,19820101,19941231
452501,GB,Yulin shi,Yulin shi,6,3,CA,0,19831008,19941231
452502,GB,Guigang shi,Guigang shi,6,3,CA,0,19881227,19941231
452503,CM,Beiliu shi,Beiliu shi,6,3,CA,0,19940418,19941231
452504,CM,Guiping shi,Guiping shi,6,3,CA,0,19940518,19941231
452521,GB,Yulin,Yulin,6,5,,0,19820101,19831007
452522,GB,Guixian,Guixian,6,5,,0,19820101,19881226
452523,GB,Guiping,Guiping,6,5,,0,19820101,19940517
452524,GB,Pingnan,Pingnan,6,5,,0,19820101,19941231
452525,GB,Rong xian,Rong xian,6,5,,0,19820101,19941231
452526,GB,Beiliu,Beiliu,6,5,,0,19820101,19940417
452527,GB,Luchuan,Luchuan,6,5,,0,19820101,19941231
452528,GB,Bobai,Bobai,6,5,,0,19820101,19941231
452600,GB,Bose diqu,Bose diqu,0,0,,6,19820101,19941231
452601,GB,Bose shi,Bose shi,6,3,CA,0,19831008,19941231
452621,GB,Bose,Bose,6,5,,0,19820101,19831007
452622,GB,Tianyang,Tianyang,6,5,,0,19820101,19941231
452623,GB,Tiandong,Tiandong,6,5,,0,19820101,19941231
452624,GB,Pingguo,Pingguo,6,5,,0,19820101,19941231
452625,GB,Debao,Debao,6,5,,0,19820101,19941231
452626,GB,Jingxi,Jingxi,6,5,,0,19820101,19941231
452627,GB,Napo,Napo,6,5,,0,19820101,19941231
452628,GB,Lingyun,Lingyun,6,5,,0,19820101,19941231
452629,GB,Leye,Leye,6,5,,0,19820101,19941231
452630,GB,Tianlin,Tianlin,6,5,,0,19820101,19941231
452631,GB,Longlin Gezu zizhixian,Longlin Gezu zizhixian,6,6,,0,19820101,19941231
452632,GB,Xilin,Xilin,6,5,,0,19820101,19941231
452700,GB,Hechi diqu,Hechi diqu,0,0,,6,19820101,19941231
452701,GB,Hechi shi,Hechi shi,6,3,CA,0,19831008,19941231
452702,GB,Yishan shi,Yishan shi,6,3,CNA,0,19930909,19941231
452721,GB,Hechi,Hechi,6,5,,0,19820101,19831007
452722,GB,Yishan,Yishan,6,5,,0,19820101,19930908
452723,GB,Luocheng Mulaozu zizhixian,Luocheng Mulaozu zizhixian,6,6,A,0,19830830,19941231
452723,GB,Luochen,Luochen,6,5,,0,19820101,19830829
452724,GB,Huanjiang,Huanjiang,6,5,,0,19820101,19861031
452724,GB,Huanjiang Maonanzu zizhixian,Huanjiang Maonanzu zizhixian,6,6,A,0,19861101,19941231
452725,GB,Nandan,Nandan,6,5,,0,19820101,19941231
452726,GB,Tian`e,Tian`e,6,5,,0,19820101,19941231
452727,GB,Fengshan,Fengshan,6,5,,0,19820101,19941231
452728,GB,Donglan,Donglan,6,5,,0,19820101,19941231
452729,GB,Bama Yaozu zizhixian,Bama Yaozu zizhixian,6,6,,0,19820101,19871222
452729,GB,Bama Yaozu zizhixian,Bama Yaozu zizhixian,6,6,T,0,19871223,19941231
452730,GB,Du`an Yaozu zizhixian,Du`an Yaozu zizhixian,6,6,,0,19820101,19871222
452730,GB,Du`an Yaozu zizhixian,Du`an Yaozu zizhixian,6,6,T,0,19871223,19941231
452731,GB,Dahua Yaozu zizhixian,Dahua Yaozu zizhixian,6,6,,0,19871223,19941231
452800,GB,Qinzhou diqu,Qinzhou diqu,0,0,,6,19820101,19831007
452800,GB,Qinzhou diqu,Qinzhou diqu,0,0,T,6,19930523,19940627
452800,GB,Qinzhou diqu,Qinzhou diqu,0,0,T,6,19870521,19930522
452800,GB,Qinzhou diqu,Qinzhou diqu,0,0,T,6,19831008,19870520
452801,GB,Beihai shi,Beihai shi,6,3,,0,19820101,19831007
452802,GB,Qinzhou shi,Qinzhou shi,6,3,CA,0,19831008,19940627
452821,GB,Shangsi,Shangsi,6,5,,0,19820101,19930522
452822,GB,Fangcheng Gezu zizhixian,Fangcheng Gezu zizhixian,6,6,,0,19820101,19930522
452823,GB,Qinzhou,Qinzhou,6,5,,0,19820101,19831007
452824,GB,Lingshan,Lingshan,6,5,,0,19820101,19940627
452825,GB,Hepu,Hepu,6,5,,0,19820101,19870520
452826,GB,Pubei,Pubei,6,5,,0,19820101,19940627
460001,GB,Tongshi shi,Tongshi shi,9,3,CH,9,19880413,19941231
460002,GB,Qionghai shi,Qionghai shi,9,3,CA,9,19921106,19941231
460003,GB,Danzhou shi,Danzhou shi,9,3,CNA,9,19930303,19941231
460004,CM,Qiongshan shi,Qiongshan shi,9,3,CA,9,19940124,19941231
460021,GB,Qiongshan,Qiongshan,9,5,CH,9,19880413,19940123
460022,GB,Wenchang,Wenchang,9,5,CH,9,19880413,19941231
460023,GB,Qionghai,Qionghai,9,5,CH,9,19880413,19921105
460024,GB,Wanning,Wanning,9,5,CH,9,19880413,19941231
460025,GB,Ding`an,Ding`an,9,5,CH,9,19880413,19941231
460026,GB,Tunchang,Tunchang,9,5,CH,9,19880413,19941231
460027,GB,Chengmai,Chengmai,9,5,CH,9,19880413,19941231
460028,GB,Lingao,Lingao,9,5,CH,9,19880413,19941231
460029,GB,Dan xian,Dan xian,9,5,CH,9,19880413,19930302
460030,GB,Baisha Lizu zizhixian,Baisha Lizu zizhixian,9,6,C,9,19880413,19941231
460031,GB,Changjiang Lizu zizhixian,Changjiang Lizu zizhixian,9,6,C,9,19880413,19941231
460032,GB,Dongfang Lizu zizhixian,Dongfang Lizu zizhixian,9,6,C,9,19880413,19941231
460033,GB,Ledong Lizu zizhixian,Ledong Lizu zizhixian,9,6,C,9,19880413,19941231
460034,GB,Lingshui Lizu zizhixian,Lingshui Lizu zizhixian,9,6,C,9,19880413,19941231
460035,GB,Baoting Lizu Miaozu zizhixian,Baoting Lizu Miaozu zizhixian,9,6,C,9,19880413,19941231
460036,GB,Qiongzhong Lizu Miaozu zizhixian,Qiongzhong Lizu Miaozu zizhixian,9,6,C,9,19880413,19941231
460037,GB,Xisha Qundao,Xisha Qundao,9,9,,9,19880413,19941231
460038,GB,Nansha Qundao,Nansha Qundao,9,9,CH,9,19880413,19941231
460039,GB,Zhongsha Qundao Daojiao and Haiyu,Zhongsha Qundao Daojiao and Haiyu,9,9,CH,9,19880413,19941231
460100,GB,Haikou shi,Haikou shi,0,0,CA,4,19880413,19941231
460101,GB,Haikou shixiaqu,Haikou shixiaqu,4,1,,0,19901115,19941231
460102,GB,Haikou: Zhendong qu,Haikou: Zhendong qu,4,2,,0,19901115,19941231
460103,GB,Haikou: Xinhua qu,Haikou: Xinhua qu,4,2,,0,19901115,19941231
460104,GB,Haikou: Xiuying qu,Haikou: Xiuying qu,4,2,,0,19901115,19941231
460200,GB,Sanya shi,Sanya shi,0,0,C,5,19880413,19941231
460201,GB,Sanya shixiaqu,Sanya shixiaqu,5,10,,0,19880413,19941231
510100,GB,Chengdu shi,Chengdu shi,0,0,T,2,19830303,19941231
510100,GB,Chengdu shi,Chengdu shi,0,0,,2,19820101,19830302
510101,GB,Chengdu shixiaqu,Chengdu shixiaqu,2,1,C,0,19840101,19941231
510102,CT,Chengdu: Dongcheng qu,Chengdu: Dongcheng qu,2,2,,0,19820101,19831231
510102,GB,Chengdu: Dongcheng qu,Chengdu: Dongcheng qu,2,2,,0,19840101,19900903
510103,CT,Chengdu: Xicheng qu,Chengdu: Xicheng qu,2,2,,0,19820101,19831231
510103,GB,Chengdu: Xicheng qu,Chengdu: Xicheng qu,2,2,,0,19840101,19900903
510104,GB,Chengdu: Jinjiang qu,Chengdu: Jinjiang qu,2,2,,0,19900904,19941231
510105,GB,Chengdu: Qingyang qu,Chengdu: Qingyang qu,2,2,,0,19900904,19941231
510106,GB,Chengdu: Jinniu qu,Chengdu: Jinniu qu,2,2,CT,0,19900904,19941231
510107,GB,Chengdu: Wuhou qu,Chengdu: Wuhou qu,2,2,,0,19900904,19941231
510108,GB,Chengdu: Chenghua qu,Chengdu: Chenghua qu,2,2,,0,19900904,19941231
510111,CT,Chengdu: Jinniu qu,Chengdu: Jinniu qu,2,2,,0,19820101,19831231
510111,GB,Chengdu: Jinniu qu,Chengdu: Jinniu qu,2,2,,0,19840101,19900903
510112,CT,Chengdu: Longquanyi qu,Chengdu: Longquanyi qu,2,2,,0,19820101,19831231
510112,GB,Chengdu: Longquanyi qu,Chengdu: Longquanyi qu,2,2,,0,19840101,19941231
510113,CT,Chengdu: Qingbaijiang qu,Chengdu: Qingbaijiang qu,2,2,,0,19820101,19831231
510113,GB,Chengdu: Qingbaijiang qu,Chengdu: Qingbaijiang qu,2,2,,0,19840101,19941231
510120,GB,Chengdu Shi qu,Chengdu Shi qu,2,1,,0,19820101,19831231
510121,GB,Jintang,Jintang,2,5,,0,19820101,19941231
510122,GB,Shuangliu,Shuangliu,2,5,,0,19820101,19941231
510123,GB,Wenjiang,Wenjiang,2,5,CH,0,19830303,19941231
510124,GB,Pi xian,Pi xian,2,5,CH,0,19830303,19941231
510125,GB,Xindu,Xindu,2,5,CH,0,19830303,19941231
510126,GB,Peng xian,Peng xian,2,5,CH,0,19830303,19941231
510127,GB,Guan xian,Guan xian,2,5,CH,0,19830303,19880302
510128,GB,Chongqing,Chongqing,2,5,CH,0,19830303,19940609
510129,GB,Dayi,Dayi,2,5,CH,0,19830303,19941231
510130,GB,Qionglai,Qionglai,2,5,CH,0,19830303,19940605
510131,GB,Pujiang,Pujiang,2,5,CH,0,19830303,19941231
510132,GB,Xinjin,Xinjin,2,5,CH,0,19830303,19941231
510181,GB,Dujiangyan shi,Dujiangyan shi,9,3,C,0,19910101,19941231
510182,CM,Qionglai shi,Qionglai shi,9,3,CH,0,19940606,19941231
510183,CM,Chongzhou shi,Chongzhou shi,9,3,CHAN,0,19940610,19941231
510200,GB,Chongqing shi,Chongqing shi,0,0,,3,19820101,19830302
510200,GB,Chongqing shi,Chongqing shi,0,0,T,3,19830303,19941231
510201,GB,Chongqing shixiaqu,Chongqing shixiaqu,3,1,T,0,19941217,19941231
510201,GB,Chongqing shixiaqu,Chongqing shixiaqu,3,1,C,0,19840101,19941216
510202,GB,Chongqing: Yuzhong qu,Chongqing: Yuzhong qu,3,2,N,0,19941217,19941231
510202,CT,Chongqing: Shizhong qu,Chongqing: Shizhong qu,3,2,,0,19820101,19831231
510202,GB,Chongqing: Shizhong qu,Chongqing: Shizhong qu,3,2,,0,19840101,19941216
510203,CT,Chongqing: Dadukou qu,Chongqing: Dadukou qu,3,2,,0,19820101,19831231
510203,GB,Chongqing: Dadukou qu,Chongqing: Dadukou qu,3,2,,0,19840101,19941231
510211,CT,Chongqing: Jiangbei qu,Chongqing: Jiangbei qu,3,2,,0,19820101,19831231
510211,GB,Chongqing: Jiangbei qu,Chongqing: Jiangbei qu,3,2,,0,19840101,19941231
510212,CT,Chongqing: Shapingba qu,Chongqing: Shapingba qu,3,2,,0,19820101,19831231
510212,GB,Chongqing: Shapingba qu,Chongqing: Shapingba qu,3,2,,0,19840101,19941231
510213,CT,Chongqing: Jiulongpo qu,Chongqing: Jiulongpo qu,3,2,,0,19820101,19831231
510213,GB,Chongqing: Jiulongpo qu,Chongqing: Jiulongpo qu,3,2,,0,19840101,19941231
510214,CT,Chongqing: Nan`an qu,Chongqing: Nan`an qu,3,2,,0,19820101,19831231
510214,GB,Chongqing: Nan`an qu,Chongqing: Nan`an qu,3,2,,0,19840101,19941231
510215,CT,Chongqing: Beibei qu,Chongqing: Beibei qu,3,2,,0,19820101,19831231
510215,GB,Chongqing: Beibei qu,Chongqing: Beibei qu,3,2,,0,19840101,19941231
510216,GB,Chongqing: WanSheng qu,Chongqing: WanSheng qu,3,2,N,0,19930216,19941231
510216,CT,Chongqing: Nantong Kuangqu,Chongqing: Nantong Kuangqu,3,2,,0,19820101,19831231
510216,GB,Chongqing: Nantong Kuangqu,Chongqing: Nantong Kuangqu,3,2,,0,19840101,19930215
510217,CT,Chongqing: Shangqiao qu,Chongqing: Shangqiao qu,3,2,,0,19820101,19831231
510217,GB,Chongqing: Shangqiao qu,Chongqing: Shangqiao qu,3,2,,0,19840101,19941231
510218,CM,Chongqing: Yubei qu,Chongqing: Yubei qu,3,2,CNA,0,19941217,19941216
510219,CM,Chongqing: Panan qu,Chongqing: Panan qu,3,2,CNA,0,19941217,19941231
510220,GB,Chongqing Shi qu,Chongqing Shi qu,3,1,,0,19820101,19831231
510221,GB,Changshou,Changshou,3,5,,0,19820101,19941231
510222,GB,Ba xian,Ba xian,3,5,,0,19820101,19941216
510223,GB,Qijiang,Qijiang,3,5,,0,19820101,19941231
510224,GB,Jiangbei,Jiangbei,3,5,,0,19820101,19941216
510225,GB,Jiangjin,Jiangjin,3,5,CH,0,19830303,19920803
510226,GB,Hechuan,Hechuan,3,5,CH,0,19830303,19920803
510227,GB,Tongnan,Tongnan,3,5,CH,0,19830303,19941231
510228,GB,Tongliang,Tongliang,3,5,CH,0,19830303,19941231
510229,GB,Yongchuan,Yongchuan,3,5,CH,0,19830303,19920308
510230,GB,Dazu,Dazu,3,5,CH,0,19830303,19941231
510231,GB,Rongchang,Rongchang,3,5,CH,0,19830303,19941231
510232,GB,Bishan,Bishan,3,5,CH,0,19830303,19941231
510281,GB,Yongchuan shi,Yongchuan shi,9,3,CHA,0,19920309,19941231
510282,GB,Jiangjin  shi,Jiangjin  shi,9,3,CHA,0,19920804,19941231
510283,GB,Hechuan shi,Hechuan shi,9,3,CHA,0,19920804,19941231
510300,GB,Zigong shi,Zigong shi,0,0,T,3,19830303,19941231
510300,GB,Zigong shi,Zigong shi,0,0,,3,19820101,19830302
510301,GB,Zigong shixiaqu,Zigong shixiaqu,3,1,C,0,19840101,19941231
510302,CT,Zigong: Ziliujing qu,Zigong: Ziliujing qu,3,2,,0,19820101,19831231
510302,GB,Zigong: Ziliujing qu,Zigong: Ziliujing qu,3,2,,0,19840101,19941231
510303,CT,Zigong: Gongjing qu,Zigong: Gongjing qu,3,2,,0,19820101,19831231
510303,GB,Zigong: Gongjing qu,Zigong: Gongjing qu,3,2,,0,19840101,19941231
510304,CT,Zigong: Da`an qu,Zigong: Da`an qu,3,2,,0,19820101,19831231
510304,GB,Zigong: Da`an qu,Zigong: Da`an qu,3,2,,0,19840101,19941231
510311,CT,Zigong: Yantan qu,Zigong: Yantan qu,3,2,,0,19820101,19831231
510311,GB,Zigong: Yantan qu,Zigong: Yantan qu,3,2,,0,19840101,19941231
510320,GB,Zigong shiqu,Zigong shiqu,3,1,,0,19820101,19831231
510321,GB,Rong xian,Rong xian,3,5,,0,19820101,19941231
510322,GB,Fushun,Fushun,3,5,CH,0,19830303,19941231
510400,GB,Panzhihua shi,Panzhihua shi,0,0,N,3,19870123,19941231
510400,GB,Dukou shi,Dukou shi,0,0,,3,19820101,19870122
510401,GB,Dukou shixiaqu,Dukou shixiaqu,3,1,C,0,19840101,19870122
510401,GB,Panzhihua shixiaqu,Panzhihua shixiaqu,3,1,N,0,19870123,19941231
510402,GB,Panzhihua: Dong qu,Panzhihua: Dong qu,3,2,,0,19870123,19941231
510402,CT,Dukou: Dongqu,Dukou: Dongqu,3,2,,0,19820101,19831231
510402,GB,Dukou: Dongqu,Dukou: Dongqu,3,2,,0,19840101,19870122
510403,GB,Panzhihua: Xi qu,Panzhihua: Xi qu,3,2,,0,19870123,19941231
510403,CT,Dukou: Xi qu,Dukou: Xi qu,3,2,,0,19820101,19831231
510403,GB,Dukou: Xi qu,Dukou: Xi qu,3,2,,0,19840101,19870122
510411,GB,Panzhihua: Renhe qu,Panzhihua: Renhe qu,3,2,,0,19870123,19941231
510411,CT,Dukou: Renhe qu,Dukou: Renhe qu,3,2,,0,19820101,19831231
510411,GB,Dukou: Renhe qu,Dukou: Renhe qu,3,2,,0,19840101,19871122
510420,GB,Dukou shiqu,Dukou shiqu,3,1,,0,19820101,19831231
510421,GB,Miyi,Miyi,3,5,,0,19820101,19941231
510422,GB,Yanbian,Yanbian,3,5,,0,19820101,19941231
510500,GB,Luzhou shi,Luzhou shi,0,0,T,3,19850604,19941231
510500,GB,Luzhou shi,Luzhou shi,0,0,CHA,3,19830303,19850603
510501,GB,Luzhou shixiaqu,Luzhou shixiaqu,3,1,,0,19830303,19941231
510502,GB,Luzhou: Shizhong qu,Luzhou: Shizhong qu,3,2,,0,19830303,19941231
510521,GB,Lu xian,Lu xian,3,5,CH,0,19830303,19941231
510522,GB,Hejiang,Hejiang,3,5,CH,0,19830303,19941231
510523,GB,Naxi,Naxi,3,5,CH,0,19830303,19941231
510524,GB,Xuyong,Xuyong,3,5,CH,0,19850604,19941231
510525,GB,Gulin,Gulin,3,5,CH,0,19850604,19941231
510600,GB,Deyang shi,Deyang shi,0,0,CHAT,3,19830818,19941231
510601,GB,Deyang shixiaqu,Deyang shixiaqu,3,1,T,0,19840912,19941231
510601,GB,Deyang shixiaqu,Deyang shixiaqu,3,1,,0,19830818,19840911
510602,GB,Deyang: Shizhong qu,Deyang: Shizhong qu,3,2,,0,19830818,19840911
510602,GB,Deyang: Shizhong qu,Deyang: Shizhong qu,3,2,T,0,19840912,19941231
510621,GB,Deyang,Deyang,3,5,CHT,0,19830818,19840911
510622,GB,Mianzhu,Mianzhu,3,5,CH,0,19830818,19941231
510623,GB,Zhongjiang,Zhongjiang,3,5,CH,0,19830818,19941231
510624,GB,Guanghan,Guanghan,3,5,CH,0,19830818,19880223
510625,GB,Shifang,Shifang,3,5,CH,0,19830818,19941231
510681,GB,Guanghan shi,Guanghan shi,9,3,C,0,19910101,19941231
510700,GB,Mianyang shi,Mianyang shi,0,0,CHAT,3,19850208,19941231
510701,GB,Mianyang shixiaqu,Mianyang shixiaqu,3,1,,0,19850208,19941231
510702,GB,Mianyang: Shizhong qu,Mianyang: Shizhong qu,3,2,,0,19850208,19921029
510703,GB,Mianyang: Fucheng qu,Mianyang: Fucheng qu,3,2,CNT,0,19921030,19941231
510704,GB,Mianyang: Youxian qu,Mianyang: Youxian qu,3,2,CNT,0,19921030,19941231
510721,GB,Jiangyou,Jiangyou,3,5,CH,0,19850208,19880223
510722,GB,Santai,Santai,3,5,CH,0,19850208,19941231
510723,GB,Yanting,Yanting,3,5,CH,0,19850208,19941231
510724,GB,An xian,An xian,3,5,CH,0,19850208,19941231
510725,GB,Zitong,Zitong,3,5,CH,0,19850208,19941231
510726,GB,Beichuan,Beichuan,3,5,CH,0,19850208,19941231
510727,GB,Pingwu,Pingwu,3,5,CH,0,19850208,19941231
510781,GB,Jiangyou shi,Jiangyou shi,9,3,C,0,19910101,19941231
510800,GB,Guangyuan shi,Guangyuan shi,0,0,CHAT,3,19850208,19850908
510800,GB,Guangyuan shi,Guangyuan shi,0,0,T,3,19850909,19941231
510801,GB,Guangyuan shixiaqu,Guangyuan shixiaqu,3,1,,0,19850208,19941231
510802,GB,Guangyuan: Shizhong qu,Guangyuan: Shizhong qu,3,2,,0,19850208,19941231
510811,GB,Guangyuan: Yuanba qu,Guangyuan: Yuanba qu,3,2,,0,19890815,19941231
510812,GB,Guangyuan: Chaotian qu,Guangyuan: Chaotian qu,3,2,,0,19890815,19941231
510821,GB,Wangcang,Wangcang,3,5,CH,0,19850208,19941231
510822,GB,Qingchuan,Qingchuan,3,5,CH,0,19850208,19941231
510823,GB,Jiange,Jiange,3,5,CH,0,19850208,19941231
510824,GB,Cangxi,Cangxi,3,5,CH,0,19850909,19941231
510900,GB,Suining shi,Suining shi,0,0,CHAT,3,19850208,19941231
510901,GB,Suining shixiaqu,Suining shixiaqu,3,1,,0,19850208,19941231
510902,GB,Suining: Shizhong qu,Suining: Shizhong qu,3,2,,0,19850208,19941231
510921,GB,Pengxi,Pengxi,3,5,CH,0,19850208,19941231
510922,GB,Shehong,Shehong,3,5,CH,0,19850208,19941231
511000,GB,Neijiang shi,Neijiang shi,0,0,CHAT,3,19850211,19941231
511001,GB,Neijiang shixiaqu,Neijiang shixiaqu,3,1,T,0,19890707,19941231
511001,GB,Neijiang shixiaqu,Neijiang shixiaqu,3,1,,0,19850211,19890706
511002,GB,Neijiang: Shizhong qu,Neijiang: Shizhong qu,3,2,,0,19850211,19941231
511011,GB,Neijiang: Dongxing qu,Neijiang: Dongxing qu,3,2,CAN,0,19890707,19941231
511021,GB,Neijiang,Neijiang,3,5,CH,0,19850211,19890706
511022,GB,Lezhi,Lezhi,3,5,CH,0,19850211,19941231
511023,GB,Anyue,Anyue,3,5,CH,0,19850211,19941231
511024,GB,Weiyuan,Weiyuan,3,5,CH,0,19850211,19941231
511025,GB,Zizhong,Zizhong,3,5,CH,0,19850211,19941231
511026,GB,Ziyang,Ziyang,3,5,CH,0,19850211,19930115
511026,GB,Ziyang shi,Ziyang shi,9,3,CH,9,19930116,19941231
511027,GB,Jianyang,Jianyang,3,5,CH,0,19850211,19940404
511028,GB,Longchang,Longchang,3,5,CH,0,19850211,19941231
511082,CM,Jianyang shi,Jianyang shi,9,3,CHA,0,19940405,19941231
511100,GB,Leshan shi,Leshan shi,0,0,CHAT,3,19850211,19941231
511101,GB,Leshan shixiaqu,Leshan shixiaqu,3,1,,0,19850211,19941231
511102,GB,Leshan: Shizhong qu,Leshan: Shizhong qu,3,2,,0,19850211,19941231
511111,GB,Leshan: Shawan qu,Leshan: Shawan qu,3,2,,0,19850211,19941231
511112,GB,Leshan: Wutongqiao qu,Leshan: Wutongqiao qu,3,2,,0,19850211,19941231
511113,GB,Leshan: Jinkouhe qu,Leshan: Jinkouhe qu,3,2,CHA,0,19850211,19941231
511121,GB,Renshou,Renshou,3,5,CH,0,19850211,19941231
511122,GB,Meishan,Meishan,3,5,CH,0,19850211,19941231
511123,GB,Qianwei,Qianwei,3,5,CH,0,19850221,19941231
511124,GB,Jingyan,Jingyan,3,5,CH,0,19850211,19941231
511125,GB,Emei,Emei,3,5,CH,0,19850211,19880913
511126,GB,Jiajiang,Jiajiang,3,5,CH,0,19850211,19941231
511127,GB,Hongya,Hongya,3,5,CH,0,19850211,19941231
511128,GB,Pengshan,Pengshan,3,5,CH,0,19850211,19931117
511128,GB,Pengzhou shi,Pengzhou shi,9,3,CH,9,19931118,19941231
511129,GB,Muchuan,Muchuan,3,5,CH,0,19850211,19941231
511130,GB,Qingshen,Qingshen,3,5,CH,0,19850211,19941231
511131,GB,Danleng,Danleng,3,5,CH,0,19850211,19941231
511132,GB,Ebian Yizu zizhixian,Ebian Yizu zizhixian,3,6,CH,0,19850221,19941231
511133,GB,Mabian Yizu zizhixian,Mabian Yizu zizhixian,3,6,CH,0,19850221,19941231
511181,GB,Emeishan shi,Emeishan shi,9,3,C,0,19910101,19941231
511200,GB,Wanxian shi,Wanxian shi,0,0,CHAT,3,19921211,19941231
511201,GB,wanxian shixiaqu,wanxian shixiaqu,3,1,,0,19921211,19941231
511202,GB,Wanxian: Longbao qu,Wanxian: Longbao qu,3,2,,0,19921211,19941231
511203,GB,Wanxian: Tiancheng qu,Wanxian: Tiancheng qu,3,2,,0,19921211,19941231
511204,GB,Wanxian: Wuqiao qu,Wanxian: Wuqiao qu,3,2,,0,19921211,19941231
511221,GB,Kai xian,Kai xian,3,5,CH,0,19921211,19941231
511222,GB,Zhong xian,Zhong xian,3,5,CH,0,19921211,19941231
511223,GB,Liangping,Liangping,3,5,CH,0,19921211,19941231
511224,GB,Yunyang,Yunyang,3,5,CH,0,19921211,19941231
511225,GB,Fengjie,Fengjie,3,5,CH,0,19921211,19941231
511226,GB,Wushan,Wushan,3,5,CH,0,19921211,19941231
511227,GB,Wuxi,Wuxi,3,5,CH,0,19921211,19941231
511228,GB,Chengkou,Chengkou,3,5,CH,0,19921211,19941231
511300,GB,Nanchong shi,Nanchong shi,0,0,CHAT,3,19930702,19941231
511301,GB,Nanchong shixiaqu,Nanchong shixiaqu,3,1,,0,19930702,19941231
511302,GB,Nanchong: Shunqing qu,Nanchong: Shunqing qu,3,2,,0,19930702,19941231
511303,GB,Nanchong: Gaoping qu,Nanchong: Gaoping qu,3,2,,0,19930702,19941231
511304,GB,Nanchong: Jialing qu,Nanchong: Jialing qu,3,2,,0,19930702,19941231
511321,GB,Nanbu,Nanbu,6,5,CH,0,19930702,19941231
511322,GB,Yingshan,Yingshan,6,5,CH,0,19930702,19941231
511323,GB,Peng`an,Peng`an,6,5,CH,0,19930702,19941231
511324,GB,Yilong,Yilong,6,5,CH,0,19930702,19941231
511325,GB,Xichong,Xichong,6,5,CH,0,19930702,19941231
511381,GB,Langzhong shi,Langzhong shi,9,3,CH,0,19930702,19941231
512100,GB,Yongchuan diqu,Yongchuan diqu,0,0,,6,19820101,19830302
512121,GB,Jiangjin,Jiangjin,6,5,,0,19820101,19830302
512122,GB,Hechuan,Hechuan,6,5,,0,19820101,19830302
512123,GB,Tongnan,Tongnan,6,5,,0,19820101,19830302
512124,GB,Tongliang,Tongliang,6,5,,0,19820101,19830302
512125,GB,Yongchuan,Yongchuan,6,5,,0,19820101,19830302
512126,GB,Dazu,Dazu,6,5,,0,19820101,19830302
512127,GB,Rongchang,Rongchang,6,5,,0,19820101,19830302
512128,GB,Bishan,Bishan,6,5,,0,19820101,19830302
512200,GB,Wanxian diqu,Wanxian diqu,0,0,,6,19820101,19921210
512201,GB,Wanxian shi,Wanxian shi,6,3,,0,19820101,19921210
512221,GB,Wan xian,Wan xian,6,5,,0,19820101,19921210
512222,GB,Kai xian,Kai xian,6,5,,0,19820101,19921210
512223,GB,Zhong xian,Zhong xian,6,5,,0,19820101,19921210
512224,GB,Liangping,Liangping,6,5,,0,19820101,19921210
512225,GB,Yunyang,Yunyang,6,5,,0,19820101,19921210
512226,GB,Fengjie,Fengjie,6,5,,0,19820101,19921210
512227,GB,Wushan,Wushan,6,5,,0,19820101,19921210
